REGIONAL,DISTRITO,POLITÉCNICO,SIGERD,FAMILIA PROFESIONAL,DENOMINACIÓN,MATRICULA
"10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,""09286 - CENTRO EDUCATIVO DE ESTUDIOS GENERALES Y SERVICIOS, CEGES"",09286,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,62"
"10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,""09286 - CENTRO EDUCATIVO DE ESTUDIOS GENERALES Y SERVICIOS, CEGES"",09286,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,57"
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15536 - POLITECNICO PROF. CELESTE ARGENTINA BELTRE MELO,15536,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,114
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15536 - POLITECNICO PROF. CELESTE ARGENTINA BELTRE MELO,15536,SALUD,Imagen para el Diagnóstico,134
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15536 - POLITECNICO PROF. CELESTE ARGENTINA BELTRE MELO,15536,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,152
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15543 - JUAN PABLO DUARTE DIEZ,15543,SEGURIDAD Y MEDIOAMBIENTE,Control de Procesos Ambientales,36
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15543 - JUAN PABLO DUARTE DIEZ,15543,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,22
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15543 - JUAN PABLO DUARTE DIEZ,15543,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,41
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15543 - JUAN PABLO DUARTE DIEZ,15543,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,25
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15705 - POLITECNICO JUAN DE LOS SANTOS,15705,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,109
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15705 - POLITECNICO JUAN DE LOS SANTOS,15705,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,61
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,15705 - POLITECNICO JUAN DE LOS SANTOS,15705,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,62
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05365 - POLITECNICO MARIA DE LA ALTAGRACIA,05365,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,76
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05365 - POLITECNICO MARIA DE LA ALTAGRACIA,05365,SALUD,Cuidados de Enfermería y Promoción de la Salud,112
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05365 - POLITECNICO MARIA DE LA ALTAGRACIA,05365,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,75
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05365 - POLITECNICO MARIA DE LA ALTAGRACIA,05365,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,74
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05365 - POLITECNICO MARIA DE LA ALTAGRACIA,05365,TURISMO Y HOSTELERÍA,Servicios Turísticos,64
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,93"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,70"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,95"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,79"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,42"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,37"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,84"
"10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,""05371 - INSTITUTO POLITECNICO PILAR CONSTANZO, (FMA SALESIANAS)"",05371,ELECTRICIDAD Y ELECTRÓNICA,Sistemas de Telecomunicaciones.,38"
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05391 - ADVENTISTA OZAMA,05391,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,55
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05453 - LAS AMERICAS,05453,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,30
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05510 - NUESTRA SEÑORA DE LA ALTAGRACIA,05510,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,48
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05510 - NUESTRA SEÑORA DE LA ALTAGRACIA,05510,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,58
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05515 - POLITECNICO DIVINA PROVIDENCIA,05515,SALUD,Cuidados de Enfermería y Promoción de la Salud,63
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05515 - POLITECNICO DIVINA PROVIDENCIA,05515,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,81
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05515 - POLITECNICO DIVINA PROVIDENCIA,05515,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,127
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05537 - CRISTO DE LOS MILAGROS,05537,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,57
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,05537 - CRISTO DE LOS MILAGROS,05537,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,48
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09604 - INSTITUTO POLITECNICO PROF. JUAN BOSCH,09604,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,100
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09604 - INSTITUTO POLITECNICO PROF. JUAN BOSCH,09604,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,125
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09604 - INSTITUTO POLITECNICO PROF. JUAN BOSCH,09604,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,110
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09605 - POLITECNICO JOSE MARIA VELAZ FE Y ALEGRIA,09605,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,94
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09605 - POLITECNICO JOSE MARIA VELAZ FE Y ALEGRIA,09605,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,86
10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,09605 - POLITECNICO JOSE MARIA VELAZ FE Y ALEGRIA,09605,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,69
10 - SANTO DOMINGO,1005 - BOCA CHICA,14169 - POLITECNICO ITLA,14169,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,90
10 - SANTO DOMINGO,1005 - BOCA CHICA,14169 - POLITECNICO ITLA,14169,AUDIOVISUALES Y GRÁFICAS,Multimedia y Gráfica,134
10 - SANTO DOMINGO,1005 - BOCA CHICA,14169 - POLITECNICO ITLA,14169,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,83
10 - SANTO DOMINGO,1006 - MENDOZA,05583 - POLITECNICO SAN JOSE DE LOS FRAILES,05583,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,65
10 - SANTO DOMINGO,1006 - MENDOZA,05583 - POLITECNICO SAN JOSE DE LOS FRAILES,05583,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,76
10 - SANTO DOMINGO,1006 - MENDOZA,05583 - POLITECNICO SAN JOSE DE LOS FRAILES,05583,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,72
10 - SANTO DOMINGO,1006 - MENDOZA,05583 - POLITECNICO SAN JOSE DE LOS FRAILES,05583,TURISMO Y HOSTELERÍA,Servicios Turísticos,19
10 - SANTO DOMINGO,1006 - MENDOZA,05657 - KELBYN OBREROS DE PAZ,05657,SALUD,Cuidados de Enfermería y Promoción de la Salud,35
10 - SANTO DOMINGO,1006 - MENDOZA,05657 - KELBYN OBREROS DE PAZ,05657,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,71
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,80
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,74
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,78
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,73
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,82
10 - SANTO DOMINGO,1006 - MENDOZA,05777 - INSTITUTO POLITECNICO SALESIANO-HAINAMOSA,05777,TURISMO Y HOSTELERÍA,Servicios Turísticos,80
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,166
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,SALUD,Cuidados de Enfermería y Promoción de la Salud,72
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,231
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,SALUD,Farmacia y Parafarmacia,87
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,123
"10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mantenimiento de Aeronaves,169"
"10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,81"
10 - SANTO DOMINGO,1006 - MENDOZA,05787 - POLITECNICO NUESTRA SEÑORA PERPETUO SOCORRO,05787,SEGURIDAD Y MEDIOAMBIENTE,Seguridad y Protección Ciudadana,47
"10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,66"
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,188
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,73
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,103
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,79
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,54
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,76
10 - SANTO DOMINGO,1006 - MENDOZA,06067 - INSTITUTO TECNOLOGICO SIMON OROZCO,06067,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,166
10 - SANTO DOMINGO,1006 - MENDOZA,09246 - POLITECNICO MANUEL DEL CABRAL FE Y ALEGRIA,09246,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,69
10 - SANTO DOMINGO,1006 - MENDOZA,09246 - POLITECNICO MANUEL DEL CABRAL FE Y ALEGRIA,09246,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,162
10 - SANTO DOMINGO,1006 - MENDOZA,09246 - POLITECNICO MANUEL DEL CABRAL FE Y ALEGRIA,09246,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,98
10 - SANTO DOMINGO,1006 - MENDOZA,14492 - POLITECNICO JUANA SALTITOPA,14492,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,53
10 - SANTO DOMINGO,1006 - MENDOZA,14492 - POLITECNICO JUANA SALTITOPA,14492,SEGURIDAD Y MEDIOAMBIENTE,Seguridad y Protección Ciudadana,31
10 - SANTO DOMINGO,1006 - MENDOZA,14765 - POLITECNICO FRAY BALBINO PINEDA GALVEZ,14765,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,203
10 - SANTO DOMINGO,1006 - MENDOZA,14765 - POLITECNICO FRAY BALBINO PINEDA GALVEZ,14765,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,207
10 - SANTO DOMINGO,1006 - MENDOZA,14901 - POLITECNICO FEDERICO HENRIQUEZ Y CARVAJAL,14901,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Atención a la Educación Infantil y Especial,68
10 - SANTO DOMINGO,1006 - MENDOZA,14901 - POLITECNICO FEDERICO HENRIQUEZ Y CARVAJAL,14901,SALUD,Farmacia y Parafarmacia,82
10 - SANTO DOMINGO,1006 - MENDOZA,14901 - POLITECNICO FEDERICO HENRIQUEZ Y CARVAJAL,14901,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Servicios de Integración Social y Comunitarios,49
10 - SANTO DOMINGO,1006 - MENDOZA,15538 - POLITECNICO FELIX MARIA RUIZ,15538,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,118
10 - SANTO DOMINGO,1006 - MENDOZA,15538 - POLITECNICO FELIX MARIA RUIZ,15538,SALUD,Cuidados de Enfermería y Promoción de la Salud,112
10 - SANTO DOMINGO,1006 - MENDOZA,15538 - POLITECNICO FELIX MARIA RUIZ,15538,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,128
10 - SANTO DOMINGO,1006 - MENDOZA,15538 - POLITECNICO FELIX MARIA RUIZ,15538,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,148
"10 - SANTO DOMINGO,1006 - MENDOZA,""17200 - CENTRO EDUCATIVO DE ESTUDIOS GENERALES Y SERVICIOS, CEGES LAS AMERICAS"",17200,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,44"
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05679 - POLITECNICO PROF. EUGENIO DE JESUS MARCANO FONDEUR,05679,AGRARIA,Agropecuaria,85
"10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05679 - POLITECNICO PROF. EUGENIO DE JESUS MARCANO FONDEUR,05679,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,57"
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05679 - POLITECNICO PROF. EUGENIO DE JESUS MARCANO FONDEUR,05679,SALUD,Cuidados de Enfermería y Promoción de la Salud,166
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05679 - POLITECNICO PROF. EUGENIO DE JESUS MARCANO FONDEUR,05679,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,140
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05984 - POLITECNICO MADRE LAURA,05984,SALUD,Cuidados de Enfermería y Promoción de la Salud,165
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05984 - POLITECNICO MADRE LAURA,05984,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,105
10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,05984 - POLITECNICO MADRE LAURA,05984,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,78
11 - PUERTO PLATA,1101 - SOSUA,10966 - POLITECNICO PROF. JOSE MOREL,10966,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,81
11 - PUERTO PLATA,1101 - SOSUA,10966 - POLITECNICO PROF. JOSE MOREL,10966,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,58
11 - PUERTO PLATA,1101 - SOSUA,10966 - POLITECNICO PROF. JOSE MOREL,10966,TURISMO Y HOSTELERÍA,Servicios Turísticos,69
11 - PUERTO PLATA,1101 - SOSUA,15650 - ALTA VISTA,15650,TURISMO Y HOSTELERÍA,Servicios Turísticos,19
11 - PUERTO PLATA,1102 - PUERTO PLATA,07575 - POLITECNICO GREGORIO URBANO GILBERT,07575,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,90
11 - PUERTO PLATA,1102 - PUERTO PLATA,07575 - POLITECNICO GREGORIO URBANO GILBERT,07575,SALUD,Cuidados de Enfermería y Promoción de la Salud,208
11 - PUERTO PLATA,1102 - PUERTO PLATA,07575 - POLITECNICO GREGORIO URBANO GILBERT,07575,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,159
11 - PUERTO PLATA,1102 - PUERTO PLATA,07575 - POLITECNICO GREGORIO URBANO GILBERT,07575,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,98
11 - PUERTO PLATA,1102 - PUERTO PLATA,07575 - POLITECNICO GREGORIO URBANO GILBERT,07575,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,140
11 - PUERTO PLATA,1102 - PUERTO PLATA,14424 - POLITECNICO PROF. JAVIER MARTINEZ ARIAS,14424,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,118
11 - PUERTO PLATA,1102 - PUERTO PLATA,14424 - POLITECNICO PROF. JAVIER MARTINEZ ARIAS,14424,MADERA Y MUEBLE,Muebles y Estructuras de Madera,79
11 - PUERTO PLATA,1102 - PUERTO PLATA,14424 - POLITECNICO PROF. JAVIER MARTINEZ ARIAS,14424,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,180
11 - PUERTO PLATA,1102 - PUERTO PLATA,14472 - POLITECNICO TORIBIO,14472,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,13
11 - PUERTO PLATA,1102 - PUERTO PLATA,14472 - POLITECNICO TORIBIO,14472,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,11
11 - PUERTO PLATA,1102 - PUERTO PLATA,14472 - POLITECNICO TORIBIO,14472,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,19
11 - PUERTO PLATA,1102 - PUERTO PLATA,15403 - POLITECNICO PROF. SANTOS ROMMEL CRUZ DE LEON,15403,INDUSTRÍAS ALIMENTARIAS Y QUÍMICAS,Análisis y proceso químico-farmacéutico,57
11 - PUERTO PLATA,1102 - PUERTO PLATA,15403 - POLITECNICO PROF. SANTOS ROMMEL CRUZ DE LEON,15403,SALUD,Farmacia y Parafarmacia,89
11 - PUERTO PLATA,1102 - PUERTO PLATA,15403 - POLITECNICO PROF. SANTOS ROMMEL CRUZ DE LEON,15403,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,78
11 - PUERTO PLATA,1102 - PUERTO PLATA,15403 - POLITECNICO PROF. SANTOS ROMMEL CRUZ DE LEON,15403,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,59
11 - PUERTO PLATA,1102 - PUERTO PLATA,15403 - POLITECNICO PROF. SANTOS ROMMEL CRUZ DE LEON,15403,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,93
11 - PUERTO PLATA,1105 - ALTAMIRA,07609 - POLITECNICO RUBEN DARIO,07609,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,46
11 - PUERTO PLATA,1105 - ALTAMIRA,07609 - POLITECNICO RUBEN DARIO,07609,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,102
11 - PUERTO PLATA,1105 - ALTAMIRA,07609 - POLITECNICO RUBEN DARIO,07609,TURISMO Y HOSTELERÍA,Servicios Turísticos,75
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,SALUD,Cuidados de Enfermería y Promoción de la Salud,65
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,77
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,55
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,18
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,30
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,55
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,62
12 - HIGUEY,1201 - HIGUEY,06913 - INSTITUTO AGROPECUARIO DE HIGUEY,06913,TURISMO Y HOSTELERÍA,Servicios Turísticos,48
12 - HIGUEY,1201 - HIGUEY,14676 - POLITECNICO PROF. SANTA MARIANA OLEA DE CASTRO,14676,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,90
12 - HIGUEY,1201 - HIGUEY,14676 - POLITECNICO PROF. SANTA MARIANA OLEA DE CASTRO,14676,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,97
12 - HIGUEY,1201 - HIGUEY,14676 - POLITECNICO PROF. SANTA MARIANA OLEA DE CASTRO,14676,IMAGEN PERSONAL,Peluquería,29
12 - HIGUEY,1201 - HIGUEY,14676 - POLITECNICO PROF. SANTA MARIANA OLEA DE CASTRO,14676,TURISMO Y HOSTELERÍA,Servicios Turísticos,28
12 - HIGUEY,1201 - HIGUEY,15612 - POLITECNICO GREGORIO LUPERON,15612,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,29
12 - HIGUEY,1201 - HIGUEY,15612 - POLITECNICO GREGORIO LUPERON,15612,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,27
12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,06931 - SAN RAFAEL,06931,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,31
12 - HIGUEY,1203 - EL SEIBO,06746 - POLITECNICO SERGIO AUGUSTO BERAS,06746,SALUD,Cuidados de Enfermería y Promoción de la Salud,170
12 - HIGUEY,1203 - EL SEIBO,06746 - POLITECNICO SERGIO AUGUSTO BERAS,06746,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,124
12 - HIGUEY,1203 - EL SEIBO,06746 - POLITECNICO SERGIO AUGUSTO BERAS,06746,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,141
12 - HIGUEY,1203 - EL SEIBO,06747 - POLITECNICO PROF. JUAN EMILIO BOSCH GAVIÑO,06747,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,12
12 - HIGUEY,1203 - EL SEIBO,06747 - POLITECNICO PROF. JUAN EMILIO BOSCH GAVIÑO,06747,SALUD,Farmacia y Parafarmacia,71
12 - HIGUEY,1203 - EL SEIBO,06747 - POLITECNICO PROF. JUAN EMILIO BOSCH GAVIÑO,06747,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,63
12 - HIGUEY,1203 - EL SEIBO,06755 - POLITECNICO PEDRO SANCHEZ,06755,TURISMO Y HOSTELERÍA,Servicios Turísticos,55
12 - HIGUEY,1203 - EL SEIBO,06755 - POLITECNICO PEDRO SANCHEZ,06755,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,37
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,AGRARIA,Agropecuaria,92
12 - HIGUEY,1203 - EL SEIBO,06770 - POLITECNICO SANTA CRUZ FE Y ALEGRIA,06770,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,55
